ds,y,yhat,yhat_lower,yhat_upper,error,uncertainty,anomaly
2015-02-06,3214.0,2892.021913525496,2289.3289257818524,3476.367737264512,321.9780864745039,1187.0388114826596,No
2015-02-07,1165.0,1527.1001150022944,960.8272590649796,2130.4312804924666,-362.1001150022944,1169.6040214274872,No
2015-02-08,1824.0,1737.8712225031609,1162.0130513915483,2329.539334776674,86.12877749683912,1167.5262833851257,No
2015-02-09,3721.0,3453.09503276721,2849.6277602022706,4070.783628296848,267.9049672327901,1221.1558680945773,No
2015-02-10,3788.0,3494.138813036781,2869.174007670734,4080.455400734684,293.8611869632191,1211.28139306395,No
2015-02-11,3671.0,3370.6508321095084,2744.7785845964536,3951.5371203478912,300.3491678904916,1206.7585357514376,No
2015-02-12,3729.0,3332.25679182082,2749.025379348294,3894.655306683188,396.7432081791799,1145.629927334894,No
2015-02-13,3205.0,3222.913597490682,2649.188750166028,3802.1130773416926,-17.91359749068215,1152.9243271756645,No
2015-02-14,1475.0,1730.087886542387,1142.3569879640152,2320.2658235947333,-255.08788654238697,1177.9088356307182,No
2015-02-15,1870.0,1781.5861075870885,1166.5529515814237,2391.639791165139,88.41389241291154,1225.0868395837151,No
2015-02-16,3323.0,3323.469528550402,2718.790368474895,3920.355477204043,-0.469528550402174,1201.565108729148,No
2015-02-17,3582.0,3515.8191284039044,2934.677330519771,4129.812117648646,66.18087159609559,1195.1347871288744,No
2015-02-18,3582.0,3487.282017270404,2885.359462277705,4083.494300628327,94.71798272959586,1198.134838350622,No
2015-02-19,3559.0,3406.416292679298,2806.206409734397,3972.238159270535,152.58370732070216,1166.0317495361382,No
2015-02-20,3051.0,2890.0507045991035,2313.960077489416,3474.758455196172,160.94929540089652,1160.7983777067557,No
2015-02-21,1530.0,1421.8189940454872,821.4089390934461,1984.4085198089508,108.18100595451278,1162.9995807155046,No
2015-02-22,1294.0,1697.5045684210768,1032.288140624338,2331.866025029969,-403.5045684210768,1299.577884405631,No
2015-02-23,3618.0,3319.269034291276,2732.605143900695,3913.96013969609,298.73096570872394,1181.354995795395,No
2015-02-24,3841.0,3557.2832520541456,2970.8667161944054,4198.162792896525,283.7167479458544,1227.29607670212,No
2015-02-25,2651.0,3593.192735856848,2977.231525029011,4182.654126481675,-942.1927358568478,1205.422601452664,No
2015-02-26,3628.0,3676.3450032243504,3071.7784826613542,4282.734679165674,-48.34500322435042,1210.9561965043195,No
2015-02-27,3398.0,3236.1517797680867,2637.786347341559,3858.01907899585,161.84822023191327,1220.232731654291,No
2015-02-28,1224.0,1971.014177025315,1349.226190545664,2485.611644667745,-747.0141770253149,1136.3854541220812,No
2015-03-01,2006.0,1800.559034437216,1214.5410318324748,2380.662899480191,205.44096556278396,1166.121867647716,No
2015-03-02,3573.0,3413.484007369034,2836.987647724732,4046.448410011384,159.51599263096614,1209.460762286652,No
2015-03-03,3818.0,3727.333435897263,3110.5550685470853,4296.120636609231,90.66656410273708,1185.5655680621458,No
2015-03-04,3803.0,3745.8409228515006,3118.2899556655407,4324.592179819252,57.159077148499364,1206.3022241537114,No
2015-03-05,3807.0,3795.035460005284,3200.6562356114364,4423.7718895666485,11.964539994715778,1223.115653955212,No
2015-03-06,3548.0,3531.5008860101534,2932.638173347188,4124.707575730381,16.49911398984659,1192.069402383193,No
2015-03-07,3179.0,2289.230710911202,1693.5314952134531,2879.762607618125,889.7692890887979,1186.2311124046719,No
2015-03-08,2179.0,2198.943358546089,1559.2732242996808,2819.1296017938243,-19.943358546088803,1259.8563774941435,No
2015-03-09,3886.0,3636.15828345828,3020.498768716689,4210.946117209235,249.84171654171996,1190.447348492546,No
2015-03-10,4033.0,3886.393375965166,3274.222975978888,4492.340557435181,146.6066240348341,1218.117581456293,No
2015-03-11,4053.0,3888.9758936188096,3299.5065459241446,4526.33276107088,164.02410638119045,1226.8262151467356,No
2015-03-12,4125.0,3931.381330090398,3365.3608918770783,4538.430366532665,193.61866990960198,1173.0694746555869,No
2015-03-13,3609.0,3364.9385743696425,2806.4345472085733,3979.089545023752,244.06142563035746,1172.6549978151788,No
2015-03-14,1625.0,1875.7393677841565,1286.5385406746652,2466.844141221796,-250.73936778415646,1180.3056005471306,No
2015-03-15,1153.0,1826.187540792296,1222.6319362617446,2460.1502734107453,-673.187540792296,1237.5183371490007,No
2015-03-16,2760.0,3559.5732510394528,2969.0948696056307,4174.702540751896,-799.5732510394528,1205.6076711462651,No
2015-03-17,3734.0,3876.98347600977,3299.6280817278,4471.447773258007,-142.98347600977013,1171.8196915302074,No
2015-03-18,3889.0,3676.735218782827,3084.4226812053453,4310.601057880725,212.2647812171731,1226.1783766753802,No
2015-03-19,3787.0,3593.3083094314247,3025.096958211976,4158.584145475759,193.69169056857527,1133.4871872637832,No
2015-03-20,3515.0,3348.3359790795403,2789.651308116687,3959.490924577052,166.66402092045973,1169.839616460365,No
2015-03-21,1377.0,1804.0644280448091,1244.1528953424208,2414.606328451417,-427.0644280448091,1170.4534331089963,No
2015-03-22,1941.0,1719.1811223462964,1070.1727642616222,2304.4887669900204,221.81887765370357,1234.3160027283982,No
2015-03-23,3719.0,3470.377177542594,2868.2794154915928,4087.798387645661,248.62282245740607,1219.5189721540683,No
2015-03-24,3864.0,3418.772030770728,2837.3685145370564,4039.521799467872,445.2279692292718,1202.1532849308155,No
2015-03-25,3858.0,3347.7035365024512,2742.879532794249,3940.653817363314,510.29646349754876,1197.774284569065,No
2015-03-26,2658.0,3418.888820762601,2837.3195389884413,4025.978279447102,-760.888820762601,1188.6587404586608,No
2015-03-27,3514.0,3052.873350327037,2446.606301223016,3662.9229645974888,461.12664967296314,1216.3166633744727,No
2015-03-28,1651.0,1640.2231139679675,1068.533905691944,2269.232137295454,10.776886032032508,1200.6982316035098,No
2015-03-29,875.0,1688.0251114261368,1127.8192870807932,2286.6153227618947,-813.0251114261368,1158.7960356811016,No
2015-03-30,3370.0,3193.0983250657814,2575.2841632526315,3788.650071049533,176.9016749342186,1213.3659077969014,No
2015-03-31,3297.0,3433.96993920043,2877.987998997445,3978.25154043891,-136.96993920042996,1100.263541441465,No
2015-04-01,3473.0,3315.251076089524,2700.049939276703,3865.840427265333,157.74892391047615,1165.79048798863,No
2015-04-02,2813.0,3339.798828323773,2810.8110412054693,3926.468976651217,-526.7988283237728,1115.6579354457476,No
2015-04-03,1404.0,1632.4475590684344,1044.867606228603,2230.45777630853,-228.44755906843443,1185.5901700799268,No
2015-04-04,1245.0,1535.9661157950984,968.7430937819,2147.3621146020105,-290.9661157950984,1178.6190208201106,No
2015-04-05,2156.0,1791.5390705148288,1232.8527476476645,2403.8602816873367,364.46092948517116,1171.0075340396722,No
2015-04-06,3000.0,2748.925420790551,2168.23100427958,3383.471230580643,251.07457920944898,1215.240226301063,No
2015-04-07,3721.0,4055.787738769304,3466.26143055973,4649.804949954262,-334.7877387693038,1183.5435193945323,No
2015-04-08,3714.0,3961.0816325868896,3389.871156591141,4562.618922090646,-247.08163258688955,1172.7477654995055,No
2015-04-09,3712.0,3990.1352140463937,3339.463196969206,4549.4573109129005,-278.1352140463937,1209.9941139436946,No
2015-04-10,3751.0,3931.809241639326,3312.946884599621,4520.449719907072,-180.80924163932605,1207.5028353074508,No
2015-04-11,2713.0,2119.107288598961,1555.2866648187662,2711.51280064753,593.8927114010389,1156.226135828764,No
2015-04-12,3241.0,2470.4856434840867,1933.265327025496,3032.133871325159,770.5143565159133,1098.868544299663,No
2015-04-13,3752.0,4011.235872616365,3431.043192146516,4648.134487706819,-259.2358726163652,1217.0912955603026,No
2015-04-14,4196.0,4638.337315271314,4043.688972450466,5234.374002913988,-442.33731527131386,1190.6850304635223,No
2015-04-15,4492.0,4774.617957481027,4188.266781446641,5419.2740309717365,-282.6179574810267,1231.0072495250952,No
2015-04-16,4211.0,4173.814605700092,3559.51461443439,4831.638455059895,37.185394299907784,1272.1238406255052,No
2015-04-17,3868.0,3674.160767411899,3106.9685235362517,4275.388617647463,193.8392325881009,1168.4200941112117,No
2015-04-18,3099.0,2273.2135381043445,1659.2979054063685,2847.14160001912,825.7864618956555,1187.8436946127513,No
2015-04-19,1874.0,2319.615809072453,1746.808259060388,2907.324080859334,-445.615809072453,1160.515821798946,No
2015-04-20,4220.0,4276.929070060991,3680.518179425465,4869.674129741287,-56.92907006099085,1189.1559503158223,No
2015-04-21,4628.0,4508.4663043055325,3922.69574969358,5107.416489736596,119.5336956944675,1184.7207400430161,No
2015-04-22,4443.0,4294.834678209059,3701.21686361686,4903.99460278602,148.16532179094065,1202.7777391691598,No
2015-04-23,4267.0,4359.204845357736,3760.204014798723,4976.6758991063725,-92.2048453577363,1216.4718843076494,No
2015-04-24,4069.0,4175.041684775491,3582.82227121866,4801.565288638254,-106.04168477549138,1218.7430174195943,No
2015-04-25,2710.0,2762.833877717564,2215.6232737060773,3354.669824562165,-52.833877717564064,1139.0465508560878,No
2015-04-26,1803.0,2411.376203779224,1830.0880334406847,2998.643910797346,-608.3762037792239,1168.5558773566613,No
2015-04-27,4437.0,4027.3514960907705,3413.9360922591754,4623.996575990662,409.6485039092295,1210.0604837314863,No
2015-04-28,4453.0,4291.52200051562,3690.679463609634,4892.540554847946,161.47799948438023,1201.861091238312,No
2015-04-29,4069.0,4145.46378059409,3540.229286384097,4741.793800824808,-76.46378059409017,1201.5645144407113,No
2015-04-30,4283.0,4255.454419969691,3660.596138759088,4866.260164280884,27.545580030308884,1205.6640255217962,No
2015-05-01,3791.0,3628.903085189229,3011.99910035041,4196.802005290182,162.09691481077107,1184.802904939772,No
2015-05-02,2175.0,2262.3403937482785,1681.1737589181216,2866.700220020008,-87.34039374827853,1185.5264611018865,No
2015-05-03,2276.0,2698.2862077635345,2115.848071324831,3282.8293605596145,-422.28620776353455,1166.9812892347836,No
2015-05-04,3057.0,2535.10883023328,1955.0411352765984,3128.1754338783853,521.8911697667199,1173.134298601787,No
2015-05-05,3516.0,4294.67024680425,3711.866157761021,4906.693106963033,-778.6702468042504,1194.8269492020117,No
2015-05-06,3911.0,4168.4207044949935,3565.5178520005243,4787.809365240649,-257.4207044949935,1222.2915132401245,No
2015-05-07,4098.0,4336.581898259583,3713.308378535301,4951.027383572682,-238.58189825958289,1237.719005037381,No
2015-05-08,3744.0,3988.2670611763288,3410.5105533647056,4635.367139671845,-244.26706117632875,1224.856586307139,No
2015-05-09,2718.0,2674.2255178127853,2110.709600163525,3248.2755280790743,43.774482187214744,1137.5659279155493,No
2015-05-10,3270.0,2775.3948599185483,2207.090244785424,3420.117706591307,494.60514008145174,1213.027461805883,No
2015-05-11,4227.0,4629.615236489271,4032.17074418601,5240.974153586423,-402.6152364892714,1208.8034094004133,No
2015-05-12,4413.0,4596.700822911491,4040.526503170736,5195.045519420124,-183.70082291149083,1154.5190162493882,No
2015-05-13,4675.0,4619.551978523207,4029.8672752355706,5211.384481015831,55.448021476792746,1181.5172057802602,No
2015-05-14,3612.0,4105.47127730488,3517.112125573748,4670.875324008589,-493.47127730487955,1153.763198434841,No
2015-05-15,4101.0,4037.36462612105,3444.930284922133,4643.167037349373,63.63537387894985,1198.2367524272395,No
2015-05-16,3140.0,2715.025822490325,2101.537303489676,3329.578456827725,424.974177509675,1228.0411533380488,No
2015-05-17,3124.0,2745.9449943712184,2100.5228939777558,3331.928615426676,378.0550056287816,1231.4057214489203,No
2015-05-18,3508.0,4222.328778394953,3610.9359228210233,4790.144221427444,-714.3287783949527,1179.2082986064206,No
2015-05-19,4379.0,4355.115289503589,3775.819321040725,4981.829446919976,23.884710496410662,1206.0101258792515,No
2015-05-20,4428.0,4336.483327291175,3749.94602429736,4918.271493540581,91.51667270882535,1168.325469243221,No
2015-05-21,4395.0,4641.580181716544,4104.30101513566,5277.45013174406,-246.58018171654385,1173.1491166083997,No
2015-05-22,3966.0,4240.3476636321575,3628.821720017733,4859.785147334436,-274.3476636321575,1230.9634273167035,No
2015-05-23,2031.0,2683.140974924921,2081.3365364655087,3290.910981467613,-652.140974924921,1209.5744450021043,No
2015-05-24,2899.0,2916.403307430302,2318.924695838762,3552.916226178732,-17.403307430301993,1233.9915303399698,No
2015-05-25,2799.0,2818.115976556076,2192.502726921443,3441.967342474082,-19.11597655607602,1249.4646155526393,No
2015-05-26,4018.0,4601.54985783575,3985.2196121990414,5193.518183548719,-583.5498578357501,1208.2985713496778,No
2015-05-27,4348.0,4625.678323583508,4072.63492628515,5277.73875644042,-277.67832358350825,1205.1038301552699,No
2015-05-28,4302.0,4338.021578404773,3729.7066231151016,4930.263781317419,-36.02157840477321,1200.5571582023172,No
2015-05-29,3904.0,3614.7843420631,3006.053329964497,4251.4727749497,289.2156579368998,1245.4194449852025,No
2015-05-30,2715.0,2225.087906171153,1634.6983293235685,2822.020751619517,489.912093828847,1187.3224222959484,No
2015-05-31,1372.0,1987.9375249174905,1400.643484151802,2587.4256936089614,-615.9375249174905,1186.7822094571593,No
2015-06-01,4183.0,3673.9255024126624,3071.9174442845865,4313.374043589675,509.07449758733765,1241.4565993050887,No
2015-06-02,3700.0,4219.458902178146,3610.8428466305454,4876.602973268929,-519.4589021781458,1265.760126638384,No
2015-06-03,4607.0,4321.347792004709,3775.043637330824,4896.977074123975,285.65220799529106,1121.9334367931515,No
2015-06-04,4581.0,4538.050998518963,3936.631757487932,5136.521147285437,42.94900148103716,1199.889389797505,No
2015-06-05,3995.0,4396.960983640709,3846.0257290137647,5000.867978307641,-401.96098364070895,1154.8422492938766,No
2015-06-06,2969.0,2700.94737205336,2075.426816413384,3307.84682750091,268.05262794663986,1232.4200110875258,No
2015-06-07,3307.0,2818.8085726323025,2238.3007150243816,3417.121339964636,488.19142736769754,1178.8206249402542,No
2015-06-08,4507.0,4273.160055433704,3647.1247810875634,4906.123382984075,233.83994456629625,1258.9986018965114,No
2015-06-09,4615.0,4363.743228289901,3751.5997697209896,4988.067189000016,251.2567717100992,1236.4674192790262,No
2015-06-10,4694.0,4503.419452107558,3940.562192460509,5140.324510257236,190.58054789244215,1199.7623177967275,No
2015-06-11,4723.0,4752.07605554842,4141.188455711431,5375.224782226195,-29.0760555484203,1234.0363265147644,No
2015-06-12,4212.0,4453.0798923301445,3851.549201606517,5069.797770468168,-241.0798923301445,1218.2485688616512,No
2015-06-13,2641.0,2791.1833560656014,2225.14242830005,3382.1884375836776,-150.1833560656014,1157.0460092836274,No
2015-06-14,2567.0,2606.2293917850398,2021.6699061194145,3189.2168310737925,-39.22939178503975,1167.546924954378,No
2015-06-15,4447.0,4210.763821117581,3667.8027809575615,4813.175232837117,236.23617888241915,1145.3724518795552,No
2015-06-16,4749.0,4666.225683104681,4064.065413982691,5237.578090696931,82.77431689531932,1173.5126767142401,No
2015-06-17,4803.0,4755.083095693282,4187.946921343863,5322.523782018868,47.9169043067177,1134.5768606750044,No
2015-06-18,4622.0,4391.6921110987205,3790.9025594579607,5000.592271181242,230.3078889012795,1209.689711723281,No
2015-06-19,4137.0,3951.392810604697,3396.378260664327,4570.056637691073,185.60718939530307,1173.6783770267457,No
2015-06-20,2533.0,2453.157620458194,1838.410814784064,3033.690688429008,79.84237954180617,1195.2798736449438,No
2015-06-21,2861.0,2538.408857860032,1949.4892514566095,3081.189156373488,322.5911421399678,1131.6999049168785,No
2015-06-22,3867.0,4013.7122923804336,3373.5306484867606,4633.736214196752,-146.7122923804336,1260.2055657099918,No
2015-06-23,4685.0,4302.868261602042,3704.842355625716,4911.770082724604,382.13173839795763,1206.9277270988882,No
2015-06-24,4568.0,4515.875192662951,3858.36623941138,5087.257445575679,52.12480733704888,1228.8912061642995,No
2015-06-25,4543.0,4558.873589427242,3989.5508818183225,5177.264298397233,-15.873589427242223,1187.7134165789103,No
2015-06-26,4009.0,4348.897462740525,3752.352731239953,4958.203179083371,-339.89746274052504,1205.850447843418,No
2015-06-27,3172.0,2758.084106664957,2156.8062483533595,3365.7189878601225,413.91589333504317,1208.912739506763,No
2015-06-28,2506.0,2705.3298980618847,2090.156750931816,3278.614485926078,-199.3298980618847,1188.457734994262,No
2015-06-29,4727.0,4570.155884122437,3937.4283339683366,5143.335648209076,156.84411587756313,1205.9073142407392,No
2015-06-30,4930.0,5051.353351691652,4421.805380213503,5654.6726772898855,-121.35335169165228,1232.8672970763828,No
2015-07-01,4779.0,5335.27420095057,4753.029909905541,5932.52385139892,-556.27420095057,1179.4939414933788,No
2015-07-02,4641.0,4864.556086835514,4300.520967525707,5481.942923656527,-223.55608683551418,1181.4219561308191,No
2015-07-03,4412.0,4441.279887966686,3860.038276221602,5002.32995547054,-29.279887966686147,1142.2916792489382,No
2015-07-04,3391.0,3206.900342611849,2562.662363446236,3800.589565720588,184.09965738815117,1237.9272022743517,No
2015-07-05,2990.0,3077.673711491031,2455.2026929010053,3672.5450524061102,-87.6737114910311,1217.342359505105,No
2015-07-06,4549.0,4750.296049237667,4136.576185213677,5324.135085240662,-201.29604923766692,1187.5589000269856,No
2015-07-07,4867.0,4979.253156272966,4374.729298975346,5589.255702069002,-112.25315627296641,1214.526403093656,No
2015-07-08,5560.0,4769.653729685924,4135.068805110644,5373.580395580204,790.3462703140758,1238.5115904695604,No
2015-07-09,7860.0,4984.662768104944,4383.450431136379,5538.480324768061,2875.337231895056,1155.0298936316822,Yes
2015-07-10,4496.0,4796.902779389328,4142.823935531034,5378.446279902206,-300.9027793893283,1235.6223443711715,No
2015-07-11,3708.0,3285.4112977043656,2704.583276850453,3897.967888231235,422.58870229563445,1193.3846113807822,No
2015-07-12,2430.0,3108.856416617413,2501.2538500473897,3720.064788075101,-678.8564166174128,1218.8109380277115,No
2015-07-13,3793.0,4618.448568679904,3985.6307753969672,5241.598654155459,-825.4485686799044,1255.9678787584921,No
2015-07-14,4600.0,4828.02313179729,4225.32011634133,5459.470190351387,-228.02313179729026,1234.1500740100573,No
2015-07-15,4188.0,4714.5291543700505,4110.51130558984,5318.207988258821,-526.5291543700505,1207.6966826689813,No
2015-07-16,4686.0,4726.933045060251,4155.454844541789,5313.6920342933545,-40.93304506025106,1158.237189751566,No
2015-07-17,4204.0,4342.401158323972,3745.384256652367,4923.323599200066,-138.40115832397169,1177.9393425476992,No
2015-07-18,3491.0,2794.5952603682863,2192.7948439373663,3444.700687466516,696.4047396317137,1251.9058435291495,No
