ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
1990-01-01,31.9546502,17.727567649396317,24.065245029524334,31.9546502,31.9546502,-10.968335239614103,-10.968335239614103,-10.968335239614103,0.009273104285856343,0.009273104285856343,0.009273104285856343,-10.97760834389996,-10.97760834389996,-10.97760834389996,0.0,0.0,0.0,20.986314960385897
1990-01-02,31.95780094580303,17.67308174285994,23.826219263725097,31.95780094580303,31.95780094580303,-11.082870243121581,-11.082870243121581,-11.082870243121581,-0.003931100785574381,-0.003931100785574381,-0.003931100785574381,-11.078939142336006,-11.078939142336006,-11.078939142336006,0.0,0.0,0.0,20.874930702681446
1990-01-03,31.960951691606056,17.956505558346628,23.689757391330705,31.960951691606056,31.960951691606056,-11.132635678193003,-11.132635678193003,-11.132635678193003,0.032779628602347594,0.032779628602347594,0.032779628602347594,-11.165415306795351,-11.165415306795351,-11.165415306795351,0.0,0.0,0.0,20.82831601341305
1990-01-04,31.964102437409085,17.737809412078736,23.830951925523383,31.964102437409085,31.964102437409085,-11.196088548832021,-11.196088548832021,-11.196088548832021,0.04013830700000268,0.04013830700000268,0.04013830700000268,-11.236226855832022,-11.236226855832022,-11.236226855832022,0.0,0.0,0.0,20.768013888577066
1990-01-05,31.967253183212115,17.92595418288605,23.87980735553931,31.967253183212115,31.967253183212115,-11.276019545754606,-11.276019545754606,-11.276019545754606,0.014676791730271223,0.014676791730271223,0.014676791730271223,-11.290696337484876,-11.290696337484876,-11.290696337484876,0.0,0.0,0.0,20.691233637457508
1990-01-06,31.970403929015145,17.758646887335313,23.55906309903395,31.970403929015145,31.970403929015145,-11.389814519963295,-11.389814519963295,-11.389814519963295,-0.06152218259453517,-0.06152218259453517,-0.06152218259453517,-11.328292337368758,-11.328292337368758,-11.328292337368758,0.0,0.0,0.0,20.58058940905185
1990-01-07,31.973554674818175,17.408303535522816,23.66188846642544,31.973554674818175,31.973554674818175,-11.380054965849592,-11.380054965849592,-11.380054965849592,-0.03141454823833553,-0.03141454823833553,-0.03141454823833553,-11.348640417611257,-11.348640417611257,-11.348640417611257,0.0,0.0,0.0,20.593499708968583
1990-01-08,31.976705420621204,17.596218413666517,23.55679087929635,31.976705420621204,31.976705420621204,-11.342258115817392,-11.342258115817392,-11.342258115817392,0.009273104285846049,0.009273104285846049,0.009273104285846049,-11.351531220103238,-11.351531220103238,-11.351531220103238,0.0,0.0,0.0,20.634447304803814
1990-01-09,31.979856166424227,17.6809996167384,23.956380324823453,31.979856166424227,31.979856166424227,-11.340856631805863,-11.340856631805863,-11.340856631805863,-0.003931100785557198,-0.003931100785557198,-0.003931100785557198,-11.336925531020306,-11.336925531020306,-11.336925531020306,0.0,0.0,0.0,20.638999534618364
1990-01-10,31.983006912227257,17.85642219614526,23.50313715836741,31.983006912227257,31.983006912227257,-11.272176543706939,-11.272176543706939,-11.272176543706939,0.032779628602343416,0.032779628602343416,0.032779628602343416,-11.304956172309282,-11.304956172309282,-11.304956172309282,0.0,0.0,0.0,20.71083036852032
1990-01-11,31.986157658030287,17.714310323025778,23.806493237409057,31.986157658030287,31.986157658030287,-11.215788351105441,-11.215788351105441,-11.215788351105441,0.040138307000002045,0.040138307000002045,0.040138307000002045,-11.255926658105443,-11.255926658105443,-11.255926658105443,0.0,0.0,0.0,20.770369306924845
1990-01-12,31.989308403833316,17.645955273014657,23.694779842627042,31.989308403833316,31.989308403833316,-11.175629836301123,-11.175629836301123,-11.175629836301123,0.014676791730283559,0.014676791730283559,0.014676791730283559,-11.190306628031406,-11.190306628031406,-11.190306628031406,0.0,0.0,0.0,20.813678567532193
1990-01-13,31.992459149636346,17.84463124960302,23.79411820054925,31.992459149636346,31.992459149636346,-11.170246325769877,-11.170246325769877,-11.170246325769877,-0.06152218259453675,-0.06152218259453675,-0.06152218259453675,-11.10872414317534,-11.10872414317534,-11.10872414317534,0.0,0.0,0.0,20.82221282386647
1990-01-14,31.995609895439376,18.065511465015945,23.955065758201897,31.995609895439376,31.995609895439376,-11.043369550633088,-11.043369550633088,-11.043369550633088,-0.03141454823841966,-0.03141454823841966,-0.03141454823841966,-11.01195500239467,-11.01195500239467,-11.01195500239467,0.0,0.0,0.0,20.952240344806288
1990-01-15,31.998760641242406,18.216514695139594,24.250385291174563,31.998760641242406,31.998760641242406,-10.891636200357715,-10.891636200357715,-10.891636200357715,0.009273104285821095,0.009273104285821095,0.009273104285821095,-10.900909304643536,-10.900909304643536,-10.900909304643536,0.0,0.0,0.0,21.10712444088469
1990-01-16,32.00191138704543,18.27845480610892,24.156605585765803,32.00191138704543,32.00191138704543,-10.780546646365977,-10.780546646365977,-10.780546646365977,-0.003931100785573394,-0.003931100785573394,-0.003931100785573394,-10.776615545580404,-10.776615545580404,-10.776615545580404,0.0,0.0,0.0,21.221364740679455
1990-01-17,32.005062132848465,18.361962662587157,24.523115024428073,32.005062132848465,32.005062132848465,-10.60742296360814,-10.60742296360814,-10.60742296360814,0.0327796286023242,0.0327796286023242,0.0327796286023242,-10.640202592210466,-10.640202592210466,-10.640202592210466,0.0,0.0,0.0,21.397639169240325
1990-01-18,32.00821287865149,18.56862934877033,24.606194145773298,32.00821287865149,32.00821287865149,-10.452741619407863,-10.452741619407863,-10.452741619407863,0.04013830700000391,0.04013830700000391,0.04013830700000391,-10.492879926407868,-10.492879926407868,-10.492879926407868,0.0,0.0,0.0,21.555471259243628
1990-01-19,32.011363624454525,18.605299747576048,24.78809754989086,32.011363624454525,32.011363624454525,-10.32123979393438,-10.32123979393438,-10.32123979393438,0.014676791730295891,0.014676791730295891,0.014676791730295891,-10.335916585664677,-10.335916585664677,-10.335916585664677,0.0,0.0,0.0,21.690123830520143
1990-01-20,32.01451437025755,18.768596630444186,24.720298494247462,32.01451437025755,32.01451437025755,-10.232141439065453,-10.232141439065453,-10.232141439065453,-0.06152218259454844,-0.06152218259454844,-0.06152218259454844,-10.170619256470905,-10.170619256470905,-10.170619256470905,0.0,0.0,0.0,21.7823729311921
1990-01-21,32.01766511606058,18.841402147303484,25.101764148677653,32.01766511606058,32.01766511606058,-10.029724539912799,-10.029724539912799,-10.029724539912799,-0.0314145482383604,-0.0314145482383604,-0.0314145482383604,-9.998309991674438,-9.998309991674438,-9.998309991674438,0.0,0.0,0.0,21.98794057614778
